"","Unit","Female","Infant","Date.swelling","Date.nextconception","Time.to.conception","Date.takeover","Dataset","Month","Time1","Time2","Conception","Takeover.fix","Sex.infant","Parity","Avg.temperature","Cumulative.rainfall","Season","Rainfall.cat","Temperature.cat"
"676","R","F194","M128",2009-04-28,2010-02-24,9.90163934426229,NA,"conservative",7,6,7,0,0,"M","multi",7.54333333333333,549.8,"ColdDry","Dry","Cold"
"675","R","F194","M128",2009-04-28,2010-02-24,9.90163934426229,NA,"conservative",8,7,8,0,0,"M","multi",7.25806451612903,210.3,"ColdDry","Dry","Cold"
"669","R","F194","M128",2009-04-28,2010-02-24,9.90163934426229,NA,"conservative",9,8,9,0,0,"M","multi",6.47,117.4,"ColdDry","Dry","Cold"
"677","R","F194","M128",2009-04-28,2010-02-24,9.90163934426229,NA,"conservative",10,9,10,1,0,"M","multi",6.8,52.4,"ColdDry","Dry","Cold"
"314","G","F91","M13",2012-06-08,2013-01-12,7.14754098360656,NA,"conservative",1,0,1,0,0,"M","multi",10.2709677419355,146.3,"ColdWet","Wet","Cold"
"312","G","F91","M13",2012-06-08,2013-01-12,7.14754098360656,NA,"conservative",2,1,2,0,0,"M","multi",8.2,492.3,"ColdWet","Wet","Cold"
"311","G","F91","M13",2012-06-08,2013-01-12,7.14754098360656,NA,"conservative",3,2,3,0,0,"M","multi",7.92258064516129,1124.4,"ColdWet","Wet","Cold"
"309","G","F91","M13",2012-06-08,2013-01-12,7.14754098360656,NA,"conservative",4,3,4,0,0,"M","multi",8.14193548387097,1348.2,"ColdWet","Wet","Cold"
"308","G","F91","M13",2012-06-08,2013-01-12,7.14754098360656,NA,"conservative",5,4,5,0,0,"M","multi",8.72,1123.9,"ColdDry","Dry","Cold"
"307","G","F91","M13",2012-06-08,2013-01-12,7.14754098360656,NA,"conservative",6,5,6,0,0,"M","multi",7.23225806451613,554.9,"ColdDry","Dry","Cold"
"313","G","F91","M13",2012-06-08,2013-01-12,7.14754098360656,NA,"conservative",7,6,7,0,0,"M","multi",7.28,214.3,"ColdDry","Dry","Cold"
"310","G","F91","M13",2012-06-08,2013-01-12,7.14754098360656,NA,"conservative",8,7,8,1,0,"M","multi",6.48709677419355,87.8,"ColdDry","Dry","Cold"
"801","V","F220","M131",2014-04-15,2014-05-31,1.50819672131148,NA,"conservative",1,0,1,0,0,"M","multi",8.94193548387097,110.9,"HotDry","Dry","Hot"
"802","V","F220","M131",2014-04-15,2014-05-31,1.50819672131148,NA,"conservative",2,1,2,1,0,"M","multi",9.45666666666667,307.4,"HotDry","Dry","Hot"
"794","T","F216","M133",2010-04-05,2011-03-18,11.3770491803279,"2009-08-08","conservative",1,0,1,0,1,"M","multi",9.24516129032258,96,"HotDry","Dry","Hot"
"796","T","F216","M133",2010-04-05,2011-03-18,11.3770491803279,"2009-08-08","conservative",2,1,2,0,1,"M","multi",9.47666666666667,178.5,"HotDry","Dry","Hot"
"800","T","F216","M133",2010-04-05,2011-03-18,11.3770491803279,"2009-08-08","conservative",3,2,3,0,1,"M","multi",9.35161290322581,363.5,"ColdWet","Wet","Cold"
"798","T","F216","M133",2010-04-05,2011-03-18,11.3770491803279,"2009-08-08","conservative",4,3,4,0,1,"M","multi",8.98666666666667,659.15,"ColdWet","Wet","Cold"
"790","T","F216","M133",2010-04-05,2011-03-18,11.3770491803279,"2009-08-08","conservative",5,4,5,0,1,"M","multi",7.8741935483871,1375.05,"ColdWet","Wet","Cold"
"799","T","F216","M133",2010-04-05,2011-03-18,11.3770491803279,"2009-08-08","conservative",6,5,6,0,1,"M","multi",8.09354838709677,1649.9,"ColdWet","Wet","Cold"
"795","T","F216","M133",2010-04-05,2011-03-18,11.3770491803279,"2009-08-08","conservative",7,6,7,0,1,"M","multi",8.38666666666667,1479.42,"ColdDry","Dry","Cold"
"789","T","F216","M133",2010-04-05,2011-03-18,11.3770491803279,"2009-08-08","conservative",8,7,8,0,1,"M","multi",7.94516129032258,803.02,"ColdDry","Dry","Cold"
"793","T","F216","M133",2010-04-05,2011-03-18,11.3770491803279,"2009-08-08","conservative",9,8,9,0,1,"M","multi",7.10333333333333,343.17,"ColdDry","Dry","Cold"
"787","T","F216","M133",2010-04-05,2011-03-18,11.3770491803279,"2009-08-08","conservative",10,9,10,0,1,"M","multi",6.27741935483871,150.7,"ColdDry","Dry","Cold"
"788","T","F216","M133",2010-04-05,2011-03-18,11.3770491803279,"2009-08-08","conservative",11,10,11,0,1,"M","multi",6.93548387096774,0,"HotDry","Dry","Hot"
"792","T","F216","M133",2010-04-05,2011-03-18,11.3770491803279,"2009-08-08","conservative",12,11,12,1,1,"M","multi",8.45,0,"HotDry","Dry","Hot"
"718","T","F201","M134",2014-05-03,2015-03-02,9.9344262295082,NA,"conservative",1,0,1,0,0,"M","primi",9.07,173.9,"HotDry","Dry","Hot"
"716","T","F201","M134",2014-05-03,2015-03-02,9.9344262295082,NA,"conservative",2,1,2,0,0,"M","primi",9.26129032258065,535.8,"ColdWet","Wet","Cold"
"714","T","F201","M134",2014-05-03,2015-03-02,9.9344262295082,NA,"conservative",3,2,3,0,0,"M","primi",8.67666666666667,859,"ColdWet","Wet","Cold"
"711","T","F201","M134",2014-05-03,2015-03-02,9.9344262295082,NA,"conservative",4,3,4,0,0,"M","primi",7.86774193548387,1177.5,"ColdWet","Wet","Cold"
"719","T","F201","M134",2014-05-03,2015-03-02,9.9344262295082,NA,"conservative",5,4,5,0,0,"M","primi",8.43870967741936,1228,"ColdWet","Wet","Cold"
"713","T","F201","M134",2014-05-03,2015-03-02,9.9344262295082,NA,"conservative",6,5,6,0,0,"M","primi",7.86666666666667,1054,"ColdDry","Dry","Cold"
"715","T","F201","M134",2014-05-03,2015-03-02,9.9344262295082,NA,"conservative",7,6,7,0,0,"M","primi",7.41612903225806,711.8,"ColdDry","Dry","Cold"
"710","T","F201","M134",2014-05-03,2015-03-02,9.9344262295082,NA,"conservative",8,7,8,0,0,"M","primi",6.99333333333333,312.3,"ColdDry","Dry","Cold"
"717","T","F201","M134",2014-05-03,2015-03-02,9.9344262295082,NA,"conservative",9,8,9,0,0,"M","primi",5.94516129032258,81.3,"ColdDry","Dry","Cold"
"709","T","F201","M134",2014-05-03,2015-03-02,9.9344262295082,NA,"conservative",10,9,10,0,0,"M","primi",7.09354838709677,18.5,"HotDry","Dry","Hot"
"712","T","F201","M134",2014-05-03,2015-03-02,9.9344262295082,NA,"conservative",11,10,11,1,0,"M","primi",9.26071428571429,2,"HotDry","Dry","Hot"
"820","V","F230","M137",2015-05-18,2016-03-07,9.63934426229508,NA,"conservative",1,0,1,0,0,"M","primi",9.84666666666667,206.9,"HotDry","Dry","Hot"
"814","V","F230","M137",2015-05-18,2016-03-07,9.63934426229508,NA,"conservative",2,1,2,0,0,"M","primi",9.78709677419355,353.9,"ColdWet","Wet","Cold"
"815","V","F230","M137",2015-05-18,2016-03-07,9.63934426229508,NA,"conservative",3,2,3,0,0,"M","primi",9.16666666666667,521.9,"ColdWet","Wet","Cold"
"818","V","F230","M137",2015-05-18,2016-03-07,9.63934426229508,NA,"conservative",4,3,4,0,0,"M","primi",10.2096774193548,671.9,"ColdWet","Wet","Cold"
"822","V","F230","M137",2015-05-18,2016-03-07,9.63934426229508,NA,"conservative",5,4,5,0,0,"M","primi",10.8096774193548,835.8,"ColdWet","Wet","Cold"
"817","V","F230","M137",2015-05-18,2016-03-07,9.63934426229508,NA,"conservative",6,5,6,0,0,"M","primi",12.0633333333333,720.4,"ColdDry","Dry","Cold"
"821","V","F230","M137",2015-05-18,2016-03-07,9.63934426229508,NA,"conservative",7,6,7,0,0,"M","primi",9.61935483870968,602.1,"ColdDry","Dry","Cold"
"816","V","F230","M137",2015-05-18,2016-03-07,9.63934426229508,NA,"conservative",8,7,8,0,0,"M","primi",7.00333333333333,336.2,"ColdDry","Dry","Cold"
"823","V","F230","M137",2015-05-18,2016-03-07,9.63934426229508,NA,"conservative",9,8,9,0,0,"M","primi",7.16129032258065,246.7,"ColdDry","Dry","Cold"
"819","V","F230","M137",2015-05-18,2016-03-07,9.63934426229508,NA,"conservative",10,9,10,1,0,"M","primi",7.9,65.7,"HotDry","Dry","Hot"
"654","R","F192","M14",2010-04-05,2010-04-26,0.688524590163934,NA,"conservative",1,0,1,1,0,"M","multi",9.24516129032258,96,"HotDry","Dry","Hot"
"826","V","F240","M140",2009-04-01,2009-04-13,0.39344262295082,NA,"conservative",1,0,1,1,0,"M","multi",9.23870967741935,39.3,"HotDry","Dry","Hot"
"803","V","F221","M141",2009-04-01,2009-07-26,3.80327868852459,NA,"conservative",1,0,1,0,0,"M","primi",9.23870967741935,39.3,"HotDry","Dry","Hot"
"805","V","F221","M141",2009-04-01,2009-07-26,3.80327868852459,NA,"conservative",2,1,2,0,0,"M","primi",9.82333333333333,47.2,"HotDry","Dry","Hot"
"806","V","F221","M141",2009-04-01,2009-07-26,3.80327868852459,NA,"conservative",3,2,3,0,0,"M","primi",10.2161290322581,65.4,"ColdWet","Wet","Cold"
"804","V","F221","M141",2009-04-01,2009-07-26,3.80327868852459,NA,"conservative",4,3,4,1,0,"M","primi",10.7866666666667,176,"ColdWet","Wet","Cold"
"825","V","F235","M147",2014-03-31,2014-04-09,0.295081967213115,NA,"conservative",1,0,1,1,0,"M","primi",8.34193548387097,87.4,"HotDry","Dry","Hot"
"72","B1","F31","M15",2012-02-19,2012-04-12,1.73770491803279,NA,"conservative",1,0,1,0,0,"M","multi",8.15161290322581,3.9,"HotDry","Dry","Hot"
"71","B1","F31","M15",2012-02-19,2012-04-12,1.73770491803279,NA,"conservative",2,1,2,1,0,"M","multi",9.04137931034483,1.6,"HotDry","Dry","Hot"
"836","Z","F248","M150",2010-04-09,2010-04-16,0.229508196721311,NA,"conservative",1,0,1,1,0,"M","multi",9.39032258064516,106.2,"HotDry","Dry","Hot"
"844","Z5","F252","M152",2016-06-21,2017-01-21,7.01639344262295,NA,"conservative",1,0,1,0,0,"M","multi",9.91290322580645,494.6,"ColdWet","Wet","Cold"
"839","Z5","F252","M152",2016-06-21,2017-01-21,7.01639344262295,NA,"conservative",2,1,2,0,0,"M","multi",8.34,883,"ColdWet","Wet","Cold"
"842","Z5","F252","M152",2016-06-21,2017-01-21,7.01639344262295,NA,"conservative",3,2,3,0,0,"M","multi",8.5741935483871,1274.4,"ColdWet","Wet","Cold"
"852","Z5","F252","M152",2016-06-21,2017-01-21,7.01639344262295,NA,"conservative",4,3,4,0,0,"M","multi",8.85161290322581,1363.55,"ColdWet","Wet","Cold"
"841","Z5","F252","M152",2016-06-21,2017-01-21,7.01639344262295,NA,"conservative",5,4,5,0,0,"M","multi",9.15333333333333,1184.45,"ColdDry","Dry","Cold"
"843","Z5","F252","M152",2016-06-21,2017-01-21,7.01639344262295,NA,"conservative",6,5,6,0,0,"M","multi",7.50967741935484,623.45,"ColdDry","Dry","Cold"
"840","Z5","F252","M152",2016-06-21,2017-01-21,7.01639344262295,NA,"conservative",7,6,7,0,0,"M","multi",7.44,281.1,"ColdDry","Dry","Cold"
"845","Z5","F252","M152",2016-06-21,2017-01-21,7.01639344262295,NA,"conservative",8,7,8,1,0,"M","multi",6.97741935483871,60.5,"ColdDry","Dry","Cold"
"869","Z","F255","M153",2008-05-30,2009-04-05,10.1639344262295,NA,"conservative",1,0,1,0,0,"M","multi",11.5566666666667,266.7,"HotDry","Dry","Hot"
"862","Z","F255","M153",2008-05-30,2009-04-05,10.1639344262295,NA,"conservative",2,1,2,0,0,"M","multi",9.51612903225806,614.1,"ColdWet","Wet","Cold"
"864","Z","F255","M153",2008-05-30,2009-04-05,10.1639344262295,NA,"conservative",3,2,3,0,0,"M","multi",7.25333333333333,894,"ColdWet","Wet","Cold"
